X Coordinate (km),Y Coordinate (km),Measured Depth (m),Deviation (deg),Abandoned (True/False),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Cumulative GAS Prod. (e3m3),Month Well Spudded,Classification,Emission Rate (m3/day)
530.8,142.3,3007.0,,True,35.7,139.7,,653.4,Serious,59.579991684103454
634.6,460.3,,,True,53.6,177.8,,0.0,Non Serious,36.808129824986224
313.3,458.9,704.5,32.103991547504236,True,,139.7,32683.5,0.0,Serious,65.53887605413269
194.0,830.3,1780.5,23.346485840405588,True,,,32683.6,294.0,Non Serious,40.24896123803496
441.5,553.7,1889.5,,True,,177.8,32683.6,0.0,Serious,76.78521964845594
203.0,600.7,,,True,13.9,139.7,32683.5,0.0,Non Serious,36.97497215891727
231.2,498.3,474.9,,False,53.5,114.3,,186.1,Non Serious,41.07197904457818
607.5,531.5,458.3,,False,,114.3,32683.3,0.0,Non Serious,39.11051714172444
626.2,589.0,4105.4,37.6832624311526,True,25.3,114.3,32683.6,747.6,Serious,63.37194496447148
220.0,611.3,1089.8,9.31527068981523,True,35.7,114.3,32683.5,244.1,Non Serious,49.35517359885321
106.3,709.9,3503.1,47.662653810499094,True,53.6,139.7,32683.7,960.3,Serious,61.8130568022259
630.8,511.1,,,True,53.6,177.8,32683.5,0.0,Serious,52.14000093751286
579.7,722.7,,,True,96.7,,32683.5,0.0,Serious,57.43756075300049
595.0,406.9,1142.9,,True,25.3,114.3,32683.5,0.0,Serious,57.822177909981534
518.9,529.5,2502.2,41.13854079618242,True,25.3,114.3,32683.6,843.9,Serious,51.19187704888034
347.4,343.5,,8.31918050743787,True,,139.7,32683.5,0.0,Serious,60.19447239248959
529.8,286.7,1724.0,35.35268627426732,False,,114.3,32683.5,324.5,Serious,62.446836824444496
604.5,483.0,610.0,,True,53.6,177.8,32683.6,0.0,Serious,52.17862553598275
474.3,130.4,578.7,,True,35.7,139.7,32683.5,0.0,Non Serious,38.307125766439945
607.0,110.3,424.8,,True,35.7,139.7,32683.3,0.0,Non Serious,43.842336109353795
474.0,88.6,,17.477988595392322,True,35.7,139.7,32683.7,0.0,Serious,53.13744661476654
596.6,473.7,720.8,23.865982652560866,True,35.7,139.7,32683.5,0.0,Serious,68.84779881012005
613.6,577.0,961.0,,True,25.3,114.3,32683.5,295.0,Non Serious,39.08616783672061
515.1,570.1,2567.1,73.52988336234759,True,48.1,114.3,32683.6,540.3,Serious,60.82427718026365
72.5,776.5,,34.58341558099862,True,,139.7,32683.5,0.0,Serious,72.26919927386402
611.6,594.0,1400.0,,True,48.7,177.8,,388.0,Serious,54.36933199882079
608.1,344.0,,,True,35.7,139.7,,208.9,Non Serious,38.790210625382855
360.7,570.5,3681.8,42.696832556701565,True,35.7,139.7,32683.7,544.0,Serious,56.42770692762053
575.0,602.4,985.0,,False,48.1,177.8,,0.0,Non Serious,40.685893972592126
283.8,477.1,542.3,,False,35.7,139.7,32683.6,167.2,Non Serious,35.374088365256384
387.2,189.5,,26.923652791524717,False,35.7,114.4,32683.7,0.0,Serious,57.603553993540345
624.5,356.6,5382.5,63.94572422022731,True,25.3,114.3,32683.7,1177.9,Serious,58.44456207004535
509.2,375.8,,,False,35.7,139.7,,40.6,Non Serious,42.79423883043792
585.9,490.4,2216.7,,True,62.5,,32683.5,420.9,Serious,51.383173051917545
598.0,544.1,611.7,,True,48.1,177.8,,317.0,Non Serious,49.54072140470184
590.5,434.8,719.0,15.730789156377618,True,35.7,139.7,32683.5,468.9,Serious,53.64479937811537
371.1,156.1,2092.7,,True,53.6,139.7,32683.5,473.2,Serious,56.235568021971844
543.0,435.7,615.0,,False,,114.3,32683.5,152.7,Non Serious,38.29553774270006
477.1,656.9,764.0,,True,25.3,114.3,32683.5,538.1,Serious,58.863484207405605
539.8,150.3,220.8,,False,35.7,114.3,,54.4,Non Serious,44.837107880811345
464.3,400.0,,44.794678086704906,True,25.3,114.3,32683.5,0.0,Serious,53.36742498771489
598.4,478.5,2124.8,42.894536038402926,True,53.6,177.8,32683.6,561.3,Serious,54.22181749954416
530.6,392.5,,1.549215299661401,True,35.7,139.7,32683.6,0.0,Non Serious,40.610548836174274
441.0,365.1,1628.1,36.6246952377571,True,35.7,139.7,32683.5,471.3,Serious,50.51324907332128
37.8,796.6,,,True,35.7,139.7,32683.5,0.0,Non Serious,48.221563830474686
72.5,743.5,,,False,48.1,139.7,32683.5,0.0,Non Serious,26.042809658971336
505.8,530.8,3277.0,32.10905380912406,False,35.7,114.3,32683.6,0.0,Serious,57.746431577715214
458.3,250.4,704.7,,True,35.7,139.7,32683.5,278.1,Non Serious,44.57264411013769
370.5,419.0,1023.6,,False,53.6,177.8,32683.5,255.0,Non Serious,47.77258286790648
534.6,178.3,1914.0,,True,35.7,139.7,32683.6,0.0,Serious,54.99400870091172
475.0,110.8,,20.067316811694287,True,35.7,139.7,32683.5,0.0,Serious,63.77349890963875
116.8,1075.4,1387.8,,True,,177.8,,0.0,Non Serious,43.64690296837352
158.5,498.8,,,False,53.6,177.8,32683.5,0.0,Non Serious,44.94442271060345
601.6,533.1,2492.1,44.190476635574946,False,,114.3,32683.6,0.0,Serious,57.517389769051285
340.7,410.0,1571.4,,False,53.6,114.3,32683.6,226.5,Non Serious,48.40309221663867
612.9,34.4,,,True,35.7,114.3,32683.5,0.0,Non Serious,49.86324075816321
502.6,1.4,,,True,35.7,114.3,,0.0,Non Serious,43.89262467718631
576.8,606.8,786.9,,False,25.3,114.3,,170.6,Non Serious,31.061594700368932
563.3,586.4,1983.6,73.82767911985577,True,25.3,114.3,32683.6,544.9,Serious,50.10530997427441
198.5,531.2,2790.7,30.969062013683647,True,81.2,,32683.6,334.0,Serious,51.88060762892864
46.4,784.8,375.7,,False,35.7,139.7,32683.3,88.0,Non Serious,32.24186517422321
608.2,103.0,,47.33649393410916,True,25.3,114.3,32683.7,0.0,Serious,63.50293040907814
491.9,569.9,,,True,35.7,139.7,32683.5,0.0,Serious,51.67638972062186
503.6,115.8,3398.7,,False,35.7,139.7,,0.0,Serious,60.05931287877797
550.2,335.5,3093.7,15.612509724082958,True,,114.3,32683.6,0.0,Serious,65.77505101066555
464.3,127.1,,,False,25.3,114.3,,0.0,Non Serious,40.912138060767084
402.6,675.4,,38.13076753224492,True,25.3,114.3,32683.5,0.0,Non Serious,45.8660981772147
198.9,533.3,,,False,101.2,,,0.0,Non Serious,43.93555218988735
645.5,310.5,,,True,35.7,139.7,32683.5,0.0,Serious,55.52425545380597
578.5,722.3,1741.0,42.252681370947506,True,25.3,114.3,32683.7,513.0,Serious,58.52913228635643
421.6,359.8,,1.5241194228567156,True,53.6,139.7,32683.6,0.0,Serious,53.93504452666545
494.5,86.4,,38.72783933764313,True,35.7,139.7,32683.5,0.0,Non Serious,49.32430967304636
607.8,585.0,1448.1,,True,,73.0,,0.0,Non Serious,33.735168515577584
175.1,786.2,925.1,,False,35.7,139.7,,189.7,Non Serious,31.868261626157658
533.6,578.5,,,True,,114.3,32683.6,0.0,Non Serious,46.70787630016509
89.9,717.0,3233.5,34.28603375318204,True,,139.7,32683.7,667.7,Serious,51.93377445927296
589.7,461.9,965.8,,True,35.7,114.3,32683.5,437.3,Serious,56.08593029819719
511.1,134.5,,8.210091594203835,True,35.7,139.7,32683.5,0.0,Serious,55.34368293799734
578.8,594.9,2207.6,13.082493216871079,True,53.6,177.8,32683.6,0.0,Non Serious,27.624919530862044
636.9,461.5,1437.0,39.974751555592256,False,48.1,177.8,32683.6,303.5,Non Serious,47.77948520572569
303.4,656.5,1090.0,,True,,139.7,32683.6,653.4,Serious,63.43620460913218
338.1,426.1,622.6,,False,35.7,139.7,,0.0,Non Serious,49.646496011209635
599.5,511.8,2711.3,10.06610167486719,True,48.1,177.8,32683.6,514.1,Serious,50.72476359095761
105.4,994.6,670.0,,False,35.7,139.7,32683.5,270.0,Non Serious,37.814995921251544
412.7,524.0,678.3,,False,35.7,139.7,32683.5,304.3,Non Serious,48.083771537782056
525.5,381.7,688.0,,True,35.7,139.7,32683.5,0.0,Non Serious,44.5577493505012
635.1,289.1,,,False,35.7,114.3,,0.0,Non Serious,35.6970853518321
309.3,467.1,856.2,,False,,114.3,32683.5,252.9,Non Serious,39.31414822163526
420.9,272.9,3308.1,64.975174875037,True,,139.7,32683.6,548.4,Serious,52.04393276723064
364.5,571.5,701.0,,True,35.7,139.7,32683.3,0.0,Non Serious,41.35841372531549
270.9,567.7,611.0,,True,35.7,139.7,,0.0,Non Serious,29.23373345935137
619.7,536.0,966.0,,True,48.1,177.8,32683.5,321.0,Non Serious,49.17858417672284
64.4,983.7,,5.45680458547332,True,53.6,139.7,32683.6,0.0,Serious,56.042004120344785
501.0,557.7,2179.8,,True,25.3,114.3,32683.3,211.0,Non Serious,47.25559656010063
80.2,837.5,,,False,35.7,139.7,,0.0,Non Serious,39.726086837902486
61.7,831.0,433.2,,False,35.7,139.7,,103.0,Non Serious,41.67755686711549
363.8,621.2,734.0,,True,35.7,114.3,32683.5,0.0,Non Serious,47.65411523367284
593.5,464.6,,6.3378168249412195,False,48.1,177.8,,0.0,Non Serious,35.996934108274914
593.1,517.6,,9.97862090928048,False,53.6,177.8,32683.5,0.0,Serious,69.96156236099992
639.6,467.6,891.5,,True,48.1,177.8,32683.6,177.6,Non Serious,48.12831315456775
608.0,460.2,394.9,,False,35.7,139.7,,0.0,Non Serious,35.92680992713798
583.9,530.4,803.4,10.470659310107056,True,53.6,177.8,,270.0,Non Serious,39.92246672867445
189.1,518.5,2955.3,56.398705181299505,True,,139.7,32683.8,676.8,Serious,51.28585576050588
320.3,467.7,500.0,,True,,139.7,32683.3,0.0,Non Serious,36.86457844861277
533.0,110.8,,45.19633813391584,False,35.7,139.7,32683.5,0.0,Serious,53.59022952474771
610.5,529.2,1453.4,45.224289803349144,True,35.7,139.7,32683.5,0.0,Serious,55.32052686575029
593.9,530.4,,,True,,177.8,,0.0,Non Serious,42.54535537823115
589.7,527.8,,,True,60.3,177.8,32683.5,0.0,Non Serious,48.617324558854044
574.4,616.4,2317.5,,False,48.1,177.8,32683.6,255.0,Non Serious,33.94935913821638
551.5,135.6,,8.160748149998566,True,35.7,139.7,32683.5,0.0,Serious,53.3433248066654
379.7,681.6,2240.0,,True,25.3,114.3,32683.6,0.0,Serious,50.93398945884467
560.6,291.8,,,True,,114.3,,0.0,Non Serious,39.699526858394464
625.3,511.5,733.2,,True,48.1,177.8,,0.0,Non Serious,34.24100824612505
264.5,470.7,927.3,,True,53.6,,,437.0,Serious,60.175227444778855
362.4,575.2,1652.2,,True,35.7,139.7,32683.6,474.4,Serious,56.1237367579003
527.3,306.7,1331.6,,True,35.7,114.3,32683.5,0.0,Serious,64.26277080425214
595.5,116.0,626.1,,False,,101.6,,81.9,Non Serious,46.042754659985775
149.7,860.0,,,True,35.7,114.3,32683.5,0.0,Serious,53.322603211250005
461.1,528.4,,,True,48.1,,,0.0,Non Serious,44.21465074758741
583.9,126.8,2181.4,44.944106702985614,True,,88.9,32683.5,446.0,Serious,71.71219542928445
96.6,726.2,,14.204054410183868,True,35.7,139.7,32683.5,0.0,Serious,61.374712555823365
443.7,473.5,716.0,19.991143110473637,False,35.7,139.7,32683.5,348.0,Serious,63.215448417847725
590.8,595.4,,,True,29.8,114.3,32683.3,0.0,Non Serious,33.99467158575828
391.7,138.4,849.0,19.21276790649808,False,,139.7,32683.6,429.0,Serious,53.045544415659606
602.0,487.6,1497.8,73.20986166889958,True,48.1,177.8,32683.7,800.1,Serious,50.04505632386717
492.1,302.0,970.5,,True,35.7,114.1,,200.0,Non Serious,43.58268838277559
642.4,460.1,,,True,48.1,177.8,32683.5,0.0,Serious,52.898557083026816
540.5,392.2,,44.3763041402654,True,25.3,114.3,32683.6,0.0,Serious,51.18225601678691
637.6,390.6,,,False,35.7,139.7,32683.5,0.0,Non Serious,31.731435244013856
608.4,581.5,1078.4,,True,48.1,177.8,32683.5,0.0,Non Serious,40.652610505404056
535.8,159.9,3739.9,66.15378972056757,True,,177.8,32683.7,764.3,Serious,50.52718022636143
198.9,500.7,,,True,35.7,114.3,,0.0,Non Serious,40.95794420888852
100.1,1087.1,,13.336335524070194,True,48.1,139.7,32683.6,0.0,Serious,67.11868460895504
413.5,592.2,652.3,,False,35.7,114.3,32683.3,87.0,Non Serious,47.16513719955846
591.3,546.8,569.4,,True,48.1,177.8,,0.0,Non Serious,41.595824900902315
366.7,595.6,1018.7,,False,25.3,114.3,,0.0,Non Serious,37.132487322184275
548.3,480.5,375.0,,True,25.3,114.3,32683.5,0.0,Non Serious,47.21733592746153
166.9,775.5,,,False,53.6,139.7,32683.7,0.0,Non Serious,49.94818876518784
215.5,656.9,939.0,,True,25.3,,,370.0,Serious,54.29809948890171
602.0,585.8,,,False,,114.3,32683.5,0.0,Non Serious,48.07090595186651
586.9,528.3,614.7,,True,53.6,177.8,,0.0,Non Serious,49.54306046983171
607.4,116.8,742.0,26.217921700816305,False,35.7,139.7,32683.5,205.4,Non Serious,45.56764844468388
112.7,1080.8,,,False,53.6,177.8,32683.5,243.8,Non Serious,47.92946912588852
292.4,472.1,411.4,,True,,114.3,,0.0,Non Serious,41.92439223749056
473.3,478.1,403.5,,False,25.3,114.3,32683.5,0.0,Non Serious,13.606720444590906
578.8,594.9,1397.7,,True,53.6,177.8,32683.6,0.0,Serious,56.69953197764257
609.1,585.6,2159.9,10.98151550830544,True,,139.7,32683.6,526.5,Serious,62.58968563642809
567.5,453.6,,,True,48.1,177.8,32683.6,0.0,Non Serious,49.589502368027915
635.9,522.2,,,True,53.6,177.8,32683.5,0.0,Serious,57.06111264995847
609.8,586.4,601.0,,True,,73.0,32683.5,0.0,Non Serious,49.37177023617291
279.4,516.4,,24.201630579572893,True,35.7,139.7,32683.7,0.0,Non Serious,46.80337295024741
532.0,156.1,1991.9,25.22346511285575,True,25.3,114.3,32683.6,0.0,Serious,70.58956551507919
250.2,393.6,,8.168355041489447,False,43.2,177.8,32683.7,0.0,Non Serious,40.095312087999545
625.8,275.3,650.0,,True,35.7,114.3,32683.5,197.0,Non Serious,40.287464376248614
626.9,340.4,496.8,,True,35.7,139.7,32683.5,394.0,Serious,69.32262279495191
607.9,590.6,,25.734892705470312,True,25.3,114.3,32683.5,0.0,Serious,54.90118444469851
608.0,572.8,1048.5,11.375474793038595,False,,177.8,32683.5,0.0,Non Serious,37.396597319175214
599.1,525.6,1749.9,,True,,177.8,32683.5,511.1,Serious,55.371950780440976
497.0,163.4,,,True,29.8,114.3,,0.0,Non Serious,38.98215111399186
477.6,646.6,,11.123180062192644,False,,114.3,32683.5,0.0,Serious,51.593267981068806
293.8,842.0,961.6,31.08068578743894,True,53.6,139.7,32683.5,474.0,Serious,55.905822610899904
611.3,589.9,,,True,25.3,114.3,32683.5,0.0,Serious,58.45258575996803
538.0,158.9,2671.1,12.961952206913224,True,,114.3,32683.6,819.0,Serious,54.222216280545496
631.3,379.9,1108.9,45.06549147546452,True,35.7,139.7,32683.5,0.0,Serious,55.82351553230736
74.1,627.1,3472.3,19.242739141475035,False,53.6,139.7,32683.7,654.9,Serious,62.09523505910594
638.3,459.8,734.0,50.901215772942194,True,62.5,,32683.6,0.0,Serious,58.33158789815444
395.9,479.9,956.4,51.78085967415787,True,,177.8,32683.5,178.0,Non Serious,48.955874796271154
635.4,458.7,3451.4,44.2516462631511,True,62.5,,32683.6,962.6,Serious,57.67598911216016
538.3,227.6,,,True,35.7,139.7,,0.0,Non Serious,41.240537745259886
607.4,526.8,966.0,,True,48.1,177.8,,416.0,Serious,56.05226255296397
613.1,577.9,381.4,,True,25.3,114.3,32683.5,138.6,Non Serious,48.04922993038016
493.9,296.0,,18.98001371618162,True,35.7,114.3,32683.5,0.0,Serious,52.03254334930786
587.9,520.9,,,False,53.6,177.8,32683.5,0.0,Non Serious,46.727469467764024
556.7,446.7,1099.6,,False,35.7,139.7,32683.5,295.6,Non Serious,44.53081627185278
228.9,412.1,,54.60028097906867,True,47.6,177.8,32683.5,0.0,Serious,60.48928498021667
591.2,544.8,1025.3,13.298275322406726,True,53.6,177.8,32683.5,536.0,Serious,66.99458138881397
583.1,721.0,878.6,19.879654205898525,False,96.7,,32683.5,0.0,Serious,63.21447836094849
618.3,471.5,1133.4,19.536739197363936,True,48.1,177.8,32683.6,536.0,Serious,50.78306242629124
497.6,79.1,2322.3,50.69651317291074,True,,177.8,32683.6,469.0,Serious,50.26405787900279
558.1,445.2,3014.6,72.55461553276743,True,25.3,139.7,32683.7,849.4,Serious,61.70214974088026
445.2,538.2,935.9,,False,35.7,139.7,,219.0,Non Serious,47.05497848154259
162.5,569.2,1000.5,,False,35.7,114.3,32683.5,0.0,Non Serious,46.82207828103257
357.3,188.9,1634.3,,False,,177.8,,200.0,Non Serious,43.96726711119165
323.0,306.5,,,False,101.2,,,0.0,Non Serious,33.673441952448705
592.6,530.9,2898.3,67.92624813216925,False,,177.8,32683.5,645.8,Serious,50.12401705408724
312.4,369.8,751.5,,False,53.6,,32683.5,0.0,Non Serious,45.53716542533642
553.8,441.4,960.9,58.785616904809416,True,35.7,139.7,32683.6,0.0,Serious,50.14170853507353
365.9,567.4,2021.8,37.808558687801046,True,35.7,139.7,32683.7,486.0,Serious,65.20243405942696
64.3,777.6,670.9,,False,35.7,139.7,,166.4,Non Serious,40.99348408889509
453.0,677.3,2311.8,37.6651711583602,True,35.7,114.3,32683.7,1252.7,Serious,51.4908433392816
222.0,442.5,,,True,,,32683.5,0.0,Non Serious,39.911103069377845
489.7,546.6,359.0,,False,25.3,114.3,32683.3,0.0,Non Serious,49.46936330657119
211.4,502.5,1706.6,72.10155859166836,True,53.6,114.3,32683.7,397.0,Serious,53.34187750838817
626.9,339.4,,,True,35.7,139.7,32683.5,124.8,Non Serious,49.11929008634086
372.3,865.4,,9.03154389729505,True,53.6,,32683.5,0.0,Serious,69.71410773732836
605.1,512.3,1871.1,,True,,177.8,32683.5,0.0,Non Serious,46.182705823237754
555.3,137.4,,,True,35.7,139.7,,0.0,Non Serious,37.934726041733406
528.1,117.8,,33.19929394830793,True,,,32683.6,0.0,Serious,65.250819819186
320.2,765.8,1390.0,67.40210142934353,True,53.6,,32683.7,0.0,Serious,60.681829703362425
608.9,585.1,,,False,,73.0,32683.3,301.6,Non Serious,46.807945604213934
602.2,422.5,,,True,48.1,,,0.0,Non Serious,42.283076140086536
289.3,461.8,,65.27480089683246,True,35.7,139.7,32683.6,0.0,Serious,60.17262241134311
587.0,491.1,,,True,48.1,177.8,,0.0,Non Serious,40.51175188016291
149.2,716.3,,,False,35.7,139.7,,0.0,Non Serious,42.74768902195663
296.2,361.6,747.0,,False,,,32683.6,0.0,Non Serious,47.90862967654745
325.8,252.0,1033.9,20.35262317383496,True,,177.8,,510.1,Serious,53.516690798182864
69.2,723.1,,,True,48.1,139.7,,0.0,Serious,63.293091130802054
431.9,188.5,336.0,,True,25.3,114.3,,216.0,Non Serious,46.19178479603871
232.4,523.7,,74.08395096231828,True,53.6,114.3,32683.7,0.0,Serious,61.780049382269006
570.6,605.0,1550.2,2.2594357136950327,True,48.1,177.8,32683.5,0.0,Serious,58.95716396127441
320.4,314.2,1749.9,,True,53.6,139.7,32683.6,364.0,Serious,55.837663975002734
408.1,387.1,,,True,,139.7,,0.0,Non Serious,48.75024213688916
597.2,739.8,2248.7,22.291182583743776,True,25.3,114.3,32683.6,484.0,Serious,61.57691231430732
204.6,680.0,1043.1,15.242766467929478,True,,114.3,32683.6,0.0,Serious,54.35022382591309
383.8,239.1,1120.0,37.74069229223701,False,35.7,139.7,32683.6,524.9,Serious,53.97098118331901
37.6,737.8,,14.133569907931909,True,35.7,139.7,32683.6,0.0,Serious,67.96506698699653
82.7,563.3,804.0,,True,,177.8,,186.9,Non Serious,46.86848998561734
607.4,585.7,1634.4,13.278703125128152,True,,177.8,32683.6,0.0,Serious,56.61048520094722
442.9,301.2,3264.9,6.425172423175246,True,35.7,114.3,32683.5,0.0,Serious,51.20853525933946
600.8,480.7,1958.7,,True,48.0,177.8,32683.5,474.5,Serious,61.61380094566046
598.0,523.4,858.4,,False,48.7,177.8,32683.5,0.0,Non Serious,47.60968575736608
148.2,608.7,1314.5,,True,,,32683.5,0.0,Non Serious,46.910110085428975
390.8,103.3,492.1,,True,35.7,139.7,32683.6,303.8,Non Serious,47.79437812927542
359.4,363.7,1009.3,5.995022010614829,True,,114.3,32683.5,315.0,Non Serious,45.64925463827301
465.8,414.6,2241.7,25.102383664000072,True,35.7,114.3,32683.5,498.8,Serious,58.007966974864225
608.7,512.2,929.4,,True,48.1,177.8,32683.6,0.0,Serious,52.964451199115636
638.2,527.1,,,True,48.1,177.8,32683.3,0.0,Non Serious,43.48379197906469
120.5,1090.6,460.4,,True,,177.8,32683.5,322.0,Serious,55.87715096741367
533.2,509.2,1112.4,,True,,114.3,32683.5,0.0,Non Serious,46.642923409844265
612.5,456.0,2149.6,2.9776478319207067,False,35.7,139.7,32683.5,549.1,Serious,55.683597741521986
595.2,333.7,514.2,,False,35.7,139.7,32683.3,197.0,Non Serious,38.131267723183456
343.4,573.5,1421.0,,True,,,32683.6,0.0,Non Serious,46.94934842431016
608.4,581.5,522.3,,False,48.1,177.8,,176.0,Non Serious,38.266445844784585
442.4,352.4,,6.433191173803448,True,35.7,139.7,32683.5,0.0,Serious,51.46793153621187
538.6,153.2,918.0,1.013018703656638,True,35.7,139.7,32683.7,536.6,Serious,53.62132419635671
64.6,661.5,1114.2,45.11780482260707,False,53.6,139.7,32683.5,319.0,Non Serious,39.99196910906147
32.5,700.1,,,False,29.8,114.3,32683.6,0.0,Non Serious,47.620272607348284
60.0,726.1,1391.5,0.7914071246143497,True,35.7,139.7,32683.6,445.0,Serious,52.10819399233847
591.8,595.3,959.1,,True,25.3,177.8,32683.5,281.3,Non Serious,39.030660699633785
530.6,383.8,699.3,,False,,177.8,,0.0,Non Serious,37.98388389918521
283.9,849.5,432.1,,True,48.1,139.7,32683.3,111.0,Non Serious,44.95044634089311
591.5,602.8,,,False,48.1,177.8,,0.0,Non Serious,48.006470584714904
589.7,527.8,2960.4,,True,60.3,177.8,32683.5,205.0,Non Serious,46.26132529127975
157.6,1018.1,593.1,,True,,114.3,,0.0,Non Serious,44.61590809987567
618.7,529.2,1104.1,,True,48.7,177.8,32683.5,364.0,Serious,75.28716529306722
587.9,723.3,1190.5,11.79113986662977,False,96.7,,32683.6,0.0,Serious,52.01566380593378
623.4,535.2,2426.3,45.882248961643725,True,48.1,177.8,32683.6,532.3,Serious,60.00789541426791
607.3,523.4,1131.1,,False,48.1,177.8,,294.0,Non Serious,45.22451172161918
401.4,320.5,,,False,,139.7,,0.0,Non Serious,45.45391941025163
70.4,693.5,2172.6,,True,,139.7,32683.6,0.0,Serious,52.02644154321144
531.0,526.5,821.4,,True,,114.3,,411.0,Serious,52.59687378434254
571.8,597.5,2621.1,45.07968173433635,False,53.6,177.8,32683.6,826.5,Serious,54.10229033210476
577.7,600.7,,48.21805889296249,True,48.1,177.8,32683.6,0.0,Serious,55.103343750896904
524.5,385.4,3541.3,50.44322460108873,True,35.7,139.7,32683.6,673.1,Serious,55.01774942310756
462.7,257.3,2227.0,26.78338298982549,True,,139.7,32683.6,0.0,Serious,52.42149684212768
645.1,413.1,1102.8,23.94508663905336,False,35.7,139.7,32683.5,384.0,Serious,64.39031145914822
205.2,665.5,674.0,,True,35.7,114.3,,159.2,Non Serious,47.97792351473477
606.7,577.4,,,True,48.1,177.8,32683.5,0.0,Serious,61.56690423194561
556.7,446.7,,,True,35.7,139.7,32683.5,0.0,Serious,51.10217066840963
589.3,475.5,475.4,,False,48.1,177.8,,71.2,Non Serious,44.34656146085246
537.3,242.5,2167.8,11.97233400954044,True,35.7,139.7,32683.5,0.0,Serious,53.42049913537824
375.6,377.6,692.9,,True,53.6,,32683.6,152.0,Non Serious,40.974235218719706
511.1,526.3,2884.0,,True,25.3,114.3,32683.6,0.0,Serious,55.12364223945379
496.5,87.8,2637.7,30.795342665320856,True,48.1,139.7,32683.7,789.0,Serious,61.70811336054801
596.7,513.0,316.7,,False,60.3,177.8,,92.3,Non Serious,43.6240228241015
229.0,589.7,1147.9,34.316947774262495,True,35.7,139.7,32683.6,0.0,Serious,55.121914901828106
431.5,360.8,,,True,35.7,139.7,32683.5,0.0,Serious,53.63847463768958
596.4,479.5,1514.2,20.131152390990025,True,53.6,177.8,32683.5,396.0,Serious,53.9032336678492
601.5,424.1,,,True,,114.3,,0.0,Non Serious,47.867373099266636
473.4,647.3,1530.0,38.21523494137199,True,25.3,114.3,,483.8,Serious,57.109025901812615
519.9,40.9,,,True,,139.7,32683.5,437.0,Serious,57.82999796654492
104.9,1163.5,,,True,53.6,,,0.0,Non Serious,47.759414875707954
64.8,720.4,,36.96603411865924,True,53.6,,32683.6,0.0,Serious,73.28605540139128
45.1,955.1,,,True,53.6,177.8,,0.0,Non Serious,39.17814594151942
489.3,107.0,1809.4,,False,,114.3,32683.5,317.0,Non Serious,43.17263766058335
368.5,330.3,2530.0,29.658251059040225,True,,177.8,32683.6,504.0,Serious,52.59760696069092
591.8,541.9,475.9,,False,48.1,177.8,32683.3,120.0,Non Serious,43.44112874782089
606.2,115.3,670.0,,True,35.7,139.7,32683.6,0.0,Serious,50.40815347394297
587.8,422.0,2118.4,11.381803413769063,True,35.7,139.7,32683.6,555.4,Serious,56.29433680559249
615.9,621.5,951.0,30.951175428304346,False,60.3,177.8,32683.6,0.0,Non Serious,44.221891350207386
490.4,574.3,880.0,,True,35.7,139.7,32683.3,108.0,Non Serious,41.71191463517371
608.9,670.7,,,True,25.3,114.3,32683.6,0.0,Non Serious,39.86700928684863
317.2,775.4,1045.0,,True,16.9,,,292.5,Non Serious,48.643031377955026
401.7,562.5,689.1,,True,35.7,139.7,32683.5,0.0,Serious,60.46399563453008
133.8,730.4,543.5,,False,53.6,139.7,32683.3,0.0,Non Serious,39.93689349412508
576.5,615.5,500.0,,True,48.1,177.8,,0.0,Non Serious,49.27565240547223
628.3,378.2,2403.4,32.92445336712925,True,48.1,177.8,32683.6,555.4,Serious,56.61715569141017
447.8,547.1,1821.3,,True,,177.8,32683.7,0.0,Serious,52.88159225561988
635.7,539.2,782.1,,False,,114.3,32683.5,0.0,Non Serious,37.4614511990749
512.0,948.9,1118.9,,True,25.3,114.3,32683.6,0.0,Serious,56.615833414609796
435.4,310.9,766.7,,False,35.7,114.3,32683.5,0.0,Non Serious,49.570924825423084
499.6,489.7,989.0,3.0511370391374744,True,25.3,114.3,32683.5,0.0,Serious,63.07813426824667
179.5,479.5,,,True,81.1,177.8,32683.5,0.0,Serious,62.586625717291824
436.1,329.2,922.6,14.070975734884431,True,35.7,114.3,32683.5,0.0,Non Serious,48.62142239393618
567.8,602.5,2284.0,,True,53.6,177.8,32683.6,0.0,Serious,66.36156615715308
512.5,615.7,572.2,,False,25.3,114.3,,244.5,Non Serious,39.59600095614407
538.4,150.0,,,True,35.7,,,0.0,Non Serious,38.993544126070105
610.2,583.5,,73.7125693143016,True,,177.8,32683.7,759.4,Serious,59.783639706876336
448.6,546.6,676.0,12.297505641470426,True,,177.8,32683.5,0.0,Serious,61.05660240946696
584.1,600.4,,,True,48.1,178.0,,0.0,Non Serious,44.642323496800145
607.4,450.3,5418.9,62.939567096891494,False,,177.8,32683.7,1016.5,Serious,58.889567072679995
217.8,719.6,733.0,,True,35.7,139.7,,424.0,Serious,52.554219610208484
589.3,511.0,508.0,,False,53.6,177.8,32683.5,186.3,Non Serious,49.760384543111556
446.7,536.2,3393.2,51.89207026237803,True,,177.8,,474.0,Serious,72.83522869339455
593.5,514.6,,54.17471366531562,True,48.1,177.8,32683.8,0.0,Serious,55.86061322574223
541.0,185.4,1992.0,,True,35.7,114.3,32683.6,0.0,Serious,61.44051765225285
